,mapper_node_location,ESR1,AR,VDR,KRT5,MKI67,KRT18,MME,SMN1,TP63
GTEX-14LLW-0626-SM-62LFC,e,-0.063561231402815,-0.939102431809881,0.667242432977589,0.868160557541622,-0.408853191844066,0.806401267917113,-0.762151318260199,-0.078289724265552,-0.128506412429317
GTEX-14PHY-1926-SM-5YY95,h,-0.283512495524849,-0.081066134858287,2.63026111944609,2.27133710384614,0.122309989197752,0.392530894625063,-0.477692426314982,0.523535450033284,0.154195026726749
GTEX-14PJ4-2126-SM-6ETZJ,c,-0.485238336203344,0.861758364218109,-0.504657728236975,-0.843183264576286,-0.425715515051743,-0.816554239248699,-0.9094563590534,-0.613980264026053,-0.711382121370748
GTEX-14PJO-0726-SM-69LO8,none,0.160128581117895,-0.693368959783508,-0.666180624357457,-0.530680771161365,-0.269739025380733,0.518987064503501,-0.727411691488142,-0.924813046356221,-0.540686006761459
GTEX-14PKU-0426-SM-6EU1P,f,-0.53165864548689,-0.184639747034693,0.45142035050171,0.590739978871392,-0.261307863776894,-0.303282020883935,-0.478143590299034,-0.382509043141886,-0.061303217701251
GTEX-14PN4-0626-SM-62LFP,none,-0.267000573430702,-1.07263115731182,-0.393997361107623,0.894071819667691,-0.324541575805682,1.7584703161365,-1.01525431331375,0.073819935172616,-0.476618961120702
GTEX-15DCZ-0726-SM-69LOV,h,-0.516237133342356,-1.22545300665053,0.306393409729703,0.1108647382097,0.063291857970883,-0.423202595444136,-0.9557006674188,0.788073988186618,1.16985930971693
GTEX-15EOM-5019-SM-793DK,d,-0.574340406371761,1.25675968908695,0.524277486624141,0.281839050848511,-0.343511689414318,-0.498741918075847,1.8814440462965,1.01954520907079,-0.140154966182182
GTEX-15ER7-1626-SM-6PAMZ,none,-0.296908960620101,-0.127775803094705,1.06039603544957,1.43504028068326,0.914839179958559,0.784210641952868,1.45103360551024,0.966637501440118,5.47265585750593
GTEX-15ETS-0626-SM-7KUMX,e|g,-0.287874135323303,-0.255719676959677,1.71404826613289,1.40365997481372,-0.094792422101086,0.384931365185254,0.138597575900984,0.179635350433949,1.00722757847501
GTEX-15FZZ-0726-SM-7KUFZ,h,-0.150638254521949,0.294134352388593,0.500220885074282,2.0061218301156,-0.008373015661743,0.553336937571442,0.165892996936172,0.179635350433949,2.97090492842911
GTEX-15G19-2126-SM-6M48J,none,1.24461916243348,-0.413110950364999,-0.607070117692089,-0.669240995271812,-0.370912964626793,0.211358112779994,-1.2494084210371,0.245769984972283,-0.598032732929409
GTEX-15RJE-2626-SM-7KFT1,c,-0.608610433359613,-1.40822996931478,-0.816018885439437,-0.836413655552358,-0.402529820641187,-0.771109053198636,-1.03330087267586,0.034139154449616,-0.713622227861683
GTEX-15SHW-1326-SM-6PAL8,none,0.468870369708457,-0.021155908207229,-0.053080950572477,-0.68361390901227,1.3406128409524,0.121227693623848,-0.594769480176653,5.15295986771663,-0.278145526023812
GTEX-15UF6-0126-SM-6PAMB,y,-0.460781998762013,-1.04521461291218,0.933239712971745,3.98027988236935,-0.324541575805682,0.380219656932571,0.938736901618419,1.27747028377029,1.03993313324267
GTEX-15UF7-0726-SM-6M46D,c|d,-0.565772899624798,-0.384678978395005,-0.505345059709828,-0.846918221279143,0.162358006815984,-0.797555415649174,0.497272943222868,-1.59938631864722,-0.714518270458057
GTEX-16BQI-1026-SM-7KUEA,f,-0.480720923554946,-0.394833254098574,-0.122501429330642,-0.078951097081916,-0.257092282974975,-0.424722501332098,-0.061042487042328,-0.342828262418886,-0.519180984448477
GTEX-16NGA-0826-SM-718AF,a,-0.099077441190225,2.05742432831338,7.25875125763898,2.79583173797589,0.054860696367045,3.34570803493521,1.82459738430586,1.46926072393145,2.48704192638703
GTEX-16YQH-2826-SM-6PAMY,a,-0.519352590341252,0.454571908504986,-0.801584924509521,-0.837714220832817,0.434262968539772,-0.799683283892321,0.883469313571965,0.47724120585645,-0.70018158891607
GTEX-17EUY-1926-SM-7DUF6,none,0.273842761577587,0.440863636305168,0.710544315767335,0.530180323760785,-0.366697383824874,0.529170433952846,-0.724253543599773,-0.210558993342219,-0.27232124914738
GTEX-17EVP-0226-SM-79OND,none,0.710941378522651,0.552560669044428,-0.68886256296161,-0.023093485677584,-0.345619479815278,0.613069238968348,-0.539953056114252,-0.56768601984922,-0.307714931704161
GTEX-17EVQ-0426-SM-7LG57,c,-0.467168685609749,-0.871576498381146,-0.419428625603188,-0.843483395025623,-0.398314239839268,-0.801355180369079,-0.698311614516744,-0.078289724265552,-0.693461269443263
GTEX-17F96-2426-SM-7IGLN,a,-0.557984257127558,0.106787965657742,-0.620816747149152,-0.798230392831188,0.819988611915378,-0.72976761304607,0.758271307997345,1.05922598979379,-0.675092396217592
GTEX-17F97-2526-SM-7EWDV,b,-0.58929459996646,-1.51231129527636,-0.674428602031695,-0.811536176085115,-0.328757156607601,-0.79010787679816,-0.938556436024798,-0.237012847157552,-0.692565226846889
GTEX-17F98-0526-SM-79OK5,f,-0.45252603771494,0.485542449400872,0.25278155484716,0.02346008179731,-0.210720894153864,-0.516676807553799,0.010692586422049,-1.18273812105572,0.334299588597967
GTEX-17GQL-0326-SM-7LG5U,d,-0.521689183090424,0.885113198336318,-0.730102451332797,-0.828176742109451,0.23823846125053,-0.803787029789818,0.223867568886942,-0.620593727479887,-0.710934100072561
GTEX-17HG3-0126-SM-7IGNH,a,-0.16076348976836,-0.472513463230878,0.489910912981485,0.110731346898884,1.03709102321422,0.659426368551189,0.129123132235878,0.523535450033284,1.40193434217785
GTEX-17HGU-1326-SM-79OKB,c,-0.439596891169523,0.053985731999183,-0.807083576292346,-0.836647090346287,0.18554370122654,-0.820202013379808,-0.332192041457991,-0.944653436717721,-0.709142014879812
GTEX-17HHE-1426-SM-7EPH4,none,2.32692892384984,1.98329811567732,-0.10669280545502,0.304915747619734,-0.273954606182652,0.318815459058907,0.310716635817083,0.153181496618616,0.026508956743423
GTEX-17HHY-0926-SM-793C1,none,1.95868190658037,1.59235850108991,-0.530776324205393,0.143445565876585,-0.193858570946187,0.459102772517799,-0.197970756202318,-0.501551385310886,-0.19481356456101
GTEX-17JCI-0726-SM-7EPH1,y,0.344875181152409,-0.51465370740069,0.740786900572872,3.32542858974436,0.094908713985277,0.593158471836046,1.68563887721764,0.252383448426116,2.11832039797904
GTEX-17KNJ-2026-SM-7LG53,none,2.69408553116969,2.93881545938318,-0.354132135682142,-0.536816771458915,0.088585342782399,-0.141868015582372,-0.701920926389165,-0.911586119448554,-0.573391561529118
GTEX-17MF6-0326-SM-7EPH5,c,-0.578857819020159,-1.35390459430068,-0.547272279553868,-0.848052047421082,-0.356158431820076,-0.76335753317003,-1.06826608143994,-0.203945529888385,-0.718998483439928
