,mapper_node_location,ESR1,AR,VDR,KRT5,MKI67,KRT18,MME,SMN1,TP63
GTEX-17MFQ-0926-SM-7LG4S,b,-0.016829376419379,1.49183117162458,-0.095008170416517,-0.840815568809296,-0.221259846158662,-0.802875086257041,-0.093526293894122,-0.699955288925887,-0.694805333337825
GTEX-183FY-1126-SM-7DHLJ,a,-0.549416750380595,-0.427326936349996,-0.616692758312033,-0.843883568958072,0.948563826373913,-0.792995697985288,1.33192631372033,-1.01740153470989,-0.704661801897941
GTEX-183WM-0726-SM-7LTAA,b,-0.515614041942577,-1.42143052772942,-0.589199499397908,-0.844617221167561,-0.080037889294369,-0.795123566228435,-0.637855640653684,0.404493107864283,-0.70331773800338
GTEX-18465-2026-SM-718AP,c,-0.438350708369964,0.451525625793915,-0.865506751484861,-0.844083655924296,-0.122193697313561,-0.798771340359544,-0.02517495031014,0.960024037986285,-0.705109823196128
GTEX-18A6Q-0926-SM-7LG4N,c,-0.250021332786721,0.462695329067841,-0.578202195832258,-0.841215742741746,-0.278170186984571,-0.800747218013894,0.307332905936688,0.953410574532452,-0.702869716705192
GTEX-18A7A-0726-SM-7LTAI,h,0.375562432591531,0.311904334869839,1.07964131668946,1.98714691615198,0.177112539622701,1.20917632822704,1.75692278669796,1.08567984360912,2.29215266167564
GTEX-18A7B-2626-SM-7LG55,a,-0.58540027871784,-0.618735033362274,-0.738350429007035,-0.835746698998277,2.60739487192911,-0.806978832154539,-0.413401558587474,-0.534618702580053,-0.710934100072561
GTEX-18D9A-1526-SM-7LG4J,i,-0.598173652413313,0.877497491558641,-0.653808657846101,-0.834612872856338,1.34904400255624,-0.746638568402448,2.34524062190266,-0.971107290533054,-0.693461269443263
GTEX-18QFQ-0826-SM-718AX,none,2.41665408541803,3.25867514404561,0.240409588335803,0.490663147931452,-0.290816929390329,0.729494029986237,-0.675076669338031,0.33835847332595,0.012620296499622
GTEX-1A3MV-1626-SM-731C1,none,0.331322943207213,1.75685776748773,-0.363067444829233,0.154216914225002,-0.295032510192248,0.29069720013161,-0.699213942484849,-0.514778312218553,-0.36685374306486
GTEX-1A3MX-2726-SM-718B6,b,-0.503775305346774,-0.251657966678249,-0.505345059709828,-0.834246046751593,-0.383559707032551,-0.717304384764781,-0.140898512219653,1.33037799140095,-0.712278163967122
GTEX-1A8G7-2426-SM-731AK,none,3.22573826803124,0.610440040554773,-0.76171969908404,0.293210660095602,-0.383559707032551,1.63778978863232,-0.634246328781263,-0.170878212619218,-0.1047612836254
GTEX-1AMEY-1026-SM-718AA,c,-0.338811857255248,2.0025912395141,-0.004280415999906,-0.843716829819551,-0.246553330970177,-0.766853316712342,0.612996505132381,0.887275939994118,-0.704661801897941
GTEX-1AX8Z-0926-SM-731AW,none,0.085201840294454,0.754630755545455,-0.063390922665274,0.138410043893269,1.32796609854664,0.140530498400966,-0.377759603847312,-0.210558993342219,-0.230207247117791
GTEX-1AX9I-0726-SM-73KWV,b,-0.485705654753179,-0.808619989019018,-0.681989248233079,-0.831845003156899,-0.244445540569218,-0.809258690986482,-0.655676618023765,1.81316082353079,-0.665683948955662
GTEX-1AX9J-1126-SM-731B7,b,-0.53851265088446,-0.462866901312488,-0.616692758312033,-0.845250829893939,-0.295032510192248,-0.793299679162881,-0.574692682886309,-0.957880363625388,-0.718998483439928
GTEX-1B8KE-1226-SM-73KWK,b,-0.292235775121757,-0.31715304496627,-0.484037784051381,-0.648832124716916,-0.33718831821144,-0.294162585556163,-1.04097066040476,-0.733022606195054,-0.370885934748544
GTEX-1B8KZ-1526-SM-7DUG7,none,1.93905452748733,1.01965735140861,-0.618067421257739,-0.563761816243811,-0.362481803022955,0.15755344434614,-0.834337555708628,0.781460524732785,-0.452873832316785
GTEX-1B932-0826-SM-73KXG,h,-0.307813060116236,-0.750740617508673,1.0335901080083,1.11520126517344,-0.071606727690531,0.024257697971874,0.171758128728857,0.384652717502783,1.90551028134016
GTEX-1B933-2526-SM-7IGO5,f,-0.3476909097021,-0.720277790397966,-0.10875479987358,0.636026328893531,-0.12640927811548,0.156185529046974,0.4607286605146,0.47724120585645,0.27650484113183
GTEX-1B97I-0426-SM-79OL7,none,0.109346632035896,2.35596003399831,-0.528026998313981,-0.27660367188399,-0.370912964626793,0.016202196765675,-0.616199769419156,-1.03724192507139,-0.446601534142165
GTEX-1B97J-0426-SM-79OLQ,b,-0.35843923634829,0.987671382942367,-0.062016259719568,-0.139877578297267,-0.362481803022955,-0.431410087239131,-0.652969634119449,-0.957880363625388,0.007692062219564
GTEX-1BAJH-0826-SM-7EWEF,none,0.942731379240489,0.265194666633421,-0.688175231488757,0.205339134095355,-0.354050641419116,2.45960290225337,-0.786063009414991,-0.389122506595719,-0.275009376936502
GTEX-1C64O-0726-SM-7DUFU,none,1.31378230780896,1.13186209793305,-0.363067444829233,0.65270024274557,-0.33718831821144,0.911122783597694,-0.309633842255357,-0.098130114627052,-0.077880005734174
GTEX-1C6VQ-0426-SM-79OOX,a,-0.587892644316957,-1.42447681044049,-0.704671186837232,-0.845050742927715,2.38607687982836,-0.817770163959069,-0.099842589670859,-0.375895579688052,-0.707349929687064
GTEX-1C6VS-0726-SM-7EPHF,none,1.05052619140228,0.06464772148793,0.942175022118835,2.20310744836359,-0.265523444578813,2.87286531319023,-0.519876258823907,2.13060706931479,-0.062199260297625
GTEX-1CAMR-1426-SM-793BO,d,-0.366383651695474,2.35291375128724,-0.846261470244974,-0.842182829745164,-0.408853191844066,-0.816554239248699,5.55279096652522,-0.144424358803885,-0.706453887090689
GTEX-1CAMS-1426-SM-7IGPM,d|f,-0.461405090161792,-0.594872485458887,2.59726920874914,0.456615015845588,-0.375128545428712,0.764451865409362,-1.07593586916884,0.464014278948784,0.792625376643381
GTEX-1CB4E-0226-SM-79OLW,none,0.399862997182917,1.35779473233746,-0.543835622189603,0.339330705810343,-0.38566749743351,1.30189058739272,-0.915998236822164,-0.256853237519052,-0.257984567605392
GTEX-1CB4G-2326-SM-79OOI,none,1.4665954736048,0.645472291732086,-0.246908425917056,1.23298579262424,-0.012588596463662,1.82519418461803,-0.382496825679865,0.272223838787616,0.129553855326458
GTEX-1CB4J-1826-SM-7EWF9,b,-0.231017045093457,-0.688291821931723,0.548334088174,1.01955969531814,-0.341403899013359,0.763691912465381,-1.22797813179459,-0.117970504988552,-0.241407779572469
GTEX-1E2YA-2726-SM-7IGPW,c|d,-0.332580943257456,-0.567963654844429,-0.678552590868813,-0.139477404364818,-0.257092282974975,-0.471079630914939,-0.800500256904677,-0.342828262418886,-0.548750390128827
GTEX-1EKGG-2626-SM-7IGPY,b|c,-0.358595009198235,-1.0259214890754,-0.857946105283477,-0.847084960417663,-0.349835060617197,-0.803027076845837,-1.00893801753702,-0.799157240733387,-0.714518270458057
GTEX-1EU9M-2826-SM-7EWFH,none,1.91272891584666,0.821648975189011,-0.873754729159098,-0.318421847824904,-0.370912964626793,0.421713087673934,-0.752676874595092,-1.32823431704006,-0.26918510006007
GTEX-PSDG-1626-SM-48TCQ,b|c,-0.598952516663037,-0.546131962081755,-0.87856604946907,-0.834646220684042,-0.38566749743351,-0.804850963911392,-0.102775155567201,-1.58615939173956,-0.718998483439928
GTEX-Q2AG-0326-SM-48U1O,b,-0.093313845742268,-0.640566726124948,0.006029556092891,-0.261497105934042,0.050645115565126,0.729190048808644,-0.411371320659237,-0.197332066434552,0.537701257974916
GTEX-QDT8-0626-SM-48TYW,g,-0.35485646079956,-1.20108274496197,0.238347593917244,0.892604515248712,-0.254984492574015,0.307568155487988,0.473361252068076,-0.223785920249885,1.0457574101191
GTEX-QEG5-0726-SM-4R1JQ,none,0.661872930790044,0.128111944635237,-0.322514887930899,-0.055240791584316,-0.413068772645985,0.450135327778823,-1.12037552159803,-0.157651285711552,-0.446601534142165
GTEX-QEL4-2126-SM-447AE,none,1.40163819517782,-0.286182504070384,-0.65793264668322,-0.592074121964574,-0.379344126230632,0.116212004193574,-0.694025556668244,0.523535450033284,-0.482443237997134
GTEX-QMRM-1626-SM-4R1KV,b|c,-0.422929196225431,0.139281647909163,-0.814644222493731,-0.846051177758837,0.193974862830378,-0.826433627520452,0.382677291273486,-1.39436895157839,-0.709142014879812
GTEX-QVJO-1826-SM-447C9,c,-0.490534613101467,-1.18331276248072,-0.576140201413699,-0.615284210046613,-0.210720894153864,-0.559538153594327,-0.801177002880756,-0.561072556395386,-0.489163557469941
GTEX-R3RS-0626-SM-48FE1,y,-0.262015842232469,-1.13761852181466,0.500220885074282,1.4836614134758,-0.314002623800884,0.373532071025539,-0.061042487042328,0.100273788987949,3.45252782398025
GTEX-R53T-1526-SM-48FEK,c,-0.29753205201988,-0.507038000623014,-0.511531042965506,-0.623854601766561,-0.204397522950985,-0.626869984431043,0.209881485381308,-1.14305734033272,-0.092216687276161
GTEX-R55D-0826-SM-48FEA,c|d,-0.533372146836283,-0.564917372133358,-0.717730484821441,-0.836146872930726,-0.18121182854043,-0.797403425060378,-0.584392708543441,-1.03724192507139,-0.713622227861683
GTEX-REY6-2426-SM-48FF5,c|d,-0.561411259826344,-0.097820689769176,-0.535587644515365,-0.838948090457868,-0.058959985284773,-0.810170634519259,0.284323542750001,-0.051835870450218,-0.712726185265309
GTEX-RU1J-0626-SM-4WAWY,h,-0.251267515586279,-1.36659743893014,2.1243851554262,0.213742786676783,-0.33718831821144,0.748340862996965,-0.458517956992743,-0.329601335511219,0.918967382732146
GTEX-RU72-0626-SM-46MUI,d,0.679631035683749,-0.608580757658705,0.390935180890636,0.432337797277018,-0.413068772645985,0.799561691421284,-0.521229750776066,0.173021886980116,2.82977821950017
GTEX-RUSQ-2026-SM-4GIAK,c,-0.602691065061711,-0.306998769262701,-0.580264190250818,-0.83904813394098,-0.38777528783447,-0.797555415649174,0.271916533188552,0.020912227541949,-0.710038057476186
GTEX-RWS6-1926-SM-47JXY,f,-0.33008857765834,0.009306918903478,0.853509262120783,0.760447074057448,-0.187535199743308,-0.190353013408359,0.333500417011744,-0.494937921857053,0.781424844188703
GTEX-S32W-2026-SM-4AD6E,d|f,-0.613283618857957,-0.871068784595968,-0.676490596450254,-0.817105263311696,-0.356158431820076,-0.792691716807696,0.253193227850366,-0.50816484876472,-0.704661801897941
GTEX-S33H-0326-SM-4AD6N,none,0.473076236656966,0.030123184095795,-0.659307309628926,-0.78295708774272,0.023243840352651,-0.642069043310663,-0.657030109975923,-0.349441725872719,-0.584592093983795
GTEX-S341-1526-SM-4AD6K,none,0.183182962909723,0.131665941131487,1.02740412475262,0.056040909464195,-0.328757156607601,-0.085631497727779,-0.649134740255001,1.60814345646195,0.077583384736753
GTEX-S4P3-1326-SM-4AD6V,g,-0.426356198924216,-0.665952415383871,0.405369141820551,0.429836710199213,-0.271846815781692,0.022737792083912,-0.368961906158285,-0.157651285711552,0.38044578231124
GTEX-S4Q7-1126-SM-4AD6R,c,-0.523091138739927,0.401261961061248,-0.647622674590423,-0.841615916674194,-0.240229959767298,-0.801811152135468,0.313198037729373,-0.825611094548721,-0.716758376948993
GTEX-S4UY-0726-SM-4AD6X,c,-0.3835186651894,-0.058726728310435,-0.136248058787704,-0.203405190073537,-0.295032510192248,-0.183361446323734,-0.227973161141821,-1.08353616924822,-0.068023537174058
GTEX-S7SE-0826-SM-4AT4D,b,-0.413271279528854,-1.24373070291696,-0.742474417844153,-0.846084525586541,-0.195966361347147,-0.798619349770748,-0.765535048140594,0.034139154449616,-0.713174206563496
GTEX-SE5C-2126-SM-4BRUJ,h,-0.558918894227227,-0.53445454502265,-0.024213028712646,1.35563910291984,0.113878827593914,-0.323800750371422,0.760978291901662,-1.42082280539372,0.281881096710076
GTEX-T2IS-1526-SM-32QPR,y,-0.229459316594009,-0.795419430604378,1.24528820164706,1.22674974884358,-0.356158431820076,2.52495885543573,-0.05044013341709,2.06447243477646,1.03590094155898
GTEX-T2YK-2226-SM-32QPT,none,0.128974011128938,-1.19245161061393,-0.728727788387091,-0.720863432557726,-0.305571462197046,-0.153571290919679,-1.09556150247513,-0.620593727479887,-0.564879156863563
GTEX-T5JC-2126-SM-32PMO,x,7.3943755054036,3.1952109208983,0.386123860580664,1.28110670800123,-0.037882081275177,4.83111205924046,-0.379789841775549,1.77348004280779,-0.081016154821484
GTEX-T5JW-2026-SM-4DM63,none,-0.484147926253731,-0.181593464323622,0.569641363832446,-0.237653409125626,2.56313127350896,-0.104478330738507,-0.016828416605165,-0.911586119448554,-0.196157628455571
GTEX-T6MN-0726-SM-32PML,x,6.11844009150588,3.19216463818723,-0.152056682663326,0.273402050439379,0.069615229173762,3.89241818283514,-0.362420028389521,1.44942033356995,-0.083256261312419
GTEX-T6MO-0326-SM-32QOK,h,-0.468882186959142,0.378414840728217,1.4425523343559,0.29637870372749,-0.210720894153864,0.756852335969552,1.43794984997271,0.047366081357282,0.849972102811331
GTEX-TKQ1-0226-SM-33HB5,i,-0.5463012933817,2.47578048730043,-0.00084375863564,-0.8285769160419,-0.320325995003763,-0.782660337947147,2.23741242971407,-0.719795679287387,-0.684500843479521
GTEX-TKQ2-1826-SM-33HB2,a,-0.07773656074779,1.9980218154475,-0.467541828702907,-0.8424829601945,1.26894796731977,-0.787068065022237,-0.030814500110798,1.38989916248545,-0.675988438813966
GTEX-TML8-1226-SM-32QON,e|g,-0.381805163840008,0.420555084898029,0.369627905232189,0.70102124508878,-0.048421033279975,-0.195672684016227,0.581189444256667,1.63459731027729,1.05471783608284
GTEX-TMMY-0726-SM-33HBE,h,-0.259523476633353,1.71370209574756,2.75260612161394,2.02262900482912,0.335196819694671,0.547865276374779,0.680219938756231,3.19537468538196,2.21509299838746
GTEX-U3ZH-1426-SM-4DXSR,none,1.88359939290698,0.584038923725493,-0.052393619099624,-0.196468841911089,-0.318218204602803,0.209990197480829,-0.236319694846796,-0.422189823864886,0.474082233632346
GTEX-U3ZN-1926-SM-4DXSG,c,-0.431652475822339,-0.952302990224521,-0.115628114602111,-0.332361239805209,-0.305571462197046,-0.454816637913746,-0.299933816598224,-0.898359192540887,0.051150128143714
GTEX-U412-1826-SM-4DXTJ,none,0.17103268061403,-0.122190951457742,-0.399496012890448,-0.443542897370608,-0.400422030240228,0.272154348298474,-0.522132078744171,0.794687451640451,-0.665235927657475
GTEX-U8XE-0826-SM-4E3J1,a,-0.571692267922699,-0.027756187414549,0.251406891901453,-0.84395026461348,2.79288042721356,-0.821873909856566,0.308009651912767,-0.210558993342219,-0.716310355650806
GTEX-UJHI-1426-SM-3DB9C,c,-0.462339727261461,-0.818266550937408,0.154493154229164,-0.164221492521245,-0.23390658856442,-0.474119442690863,-0.847872475230209,-0.62720719093372,0.442272721461061
GTEX-UPK5-2326-SM-3P5Z8,none,3.29490141340672,2.32143549660618,0.051393433301197,0.647331242485213,-0.23179879816346,0.48782899380028,-0.095105367838306,1.60814345646195,0.358940759998258
GTEX-UTHO-1026-SM-3GAF7,b,-0.51701599759208,-0.118129241176315,-0.452420536300138,-0.839915177461286,-0.267631234979773,-0.785244177956682,1.58209674287755,1.64121077373112,-0.701525652810631
GTEX-V955-2026-SM-3GAFA,i,-0.577611636220601,1.16384806639929,-0.844199475826414,-0.834246046751593,0.196082653231338,-0.801051199191487,1.35583800487513,0.37803925404895,-0.675540417515779
GTEX-VJWN-0726-SM-3GIJ8,b,-0.073063375249446,0.178375609367905,0.413617119494789,0.428402753607937,-0.164349505332753,1.12725340086589,1.48802905220256,3.06971887975913,1.38177338375943
GTEX-VUSG-2226-SM-4KKZO,none,3.22044199113312,1.0176264962679,-0.336948848860814,-0.164688362109102,-0.33297273740952,0.815824684422478,-0.73124658535259,-0.131197431896218,-0.193469500666448
GTEX-W5X1-2326-SM-3GIL6,b,-0.352519868050388,-0.135391509872382,-0.046207635843946,-0.472188681368411,-0.419392143848864,-0.492358313346407,-0.589129930375994,3.86333449421913,1.06636638983571
GTEX-WFON-1826-SM-3GILG,a,-0.557984257127558,1.79645944273165,-0.81670621691229,-0.840148612255215,1.07292346003053,-0.81290646511759,3.62180911477973,-0.80577070418722,-0.702421695407005
GTEX-WI4N-1426-SM-3LK7H,none,-0.561255486976399,-0.977688679483444,0.886501172817733,1.89924204232403,-0.004157434859824,-0.420162783668212,0.609838357244013,0.450787352041117,0.559654301586084
GTEX-WOFL-0826-SM-3MJG1,a,-0.452837583414829,-1.15437307672555,0.284398802598403,-0.491096899676624,-0.004157434859824,-0.304649936183101,0.007760020525706,1.07245291670145,-0.141499030076743
GTEX-WRHU-0326-SM-3MJFY,h,0.040962350910136,0.749045903908492,0.887875835763439,1.19773713874103,-0.094792422101086,0.84652678335931,1.44426614574945,1.34360491830862,0.839219591654841
GTEX-WXYG-2226-SM-4E3IM,none,-0.259056158083518,1.02727305818629,1.78140675047249,1.47459080434029,-0.295032510192248,0.104508728856266,1.59946655626357,1.26424335686262,1.11340862614535
GTEX-WY7C-2726-SM-3NB3P,a,-0.422150331975707,1.3781032837446,-0.801584924509521,-0.838914742630164,1.68839825711073,-0.801355180369079,5.02154537530318,-0.673501435110553,-0.680468651795837
GTEX-WYBS-0926-SM-3NM94,none,0.076322787847601,-0.526838838244973,2.14500509961179,4.76211970289148,2.39661583183315,1.60921555793864,2.56315282620011,0.834368232363451,1.91536674990028
GTEX-WYJK-1326-SM-3NB2T,none,0.980739954627016,5.36416421118068,-0.091571513052252,0.531881062973693,-0.109546954907803,0.903979225924273,-0.052470371345327,0.986477891801619,-0.238271630485159
GTEX-WYVS-1726-SM-3NMAY,none,1.03977786475609,1.0364119063195,0.631501196389227,0.75024263878,-0.088469050898208,1.39840461127831,0.921141506240364,3.32764395445863,3.78003139295503
GTEX-X15G-1626-SM-3NMB3,e,0.539279697883499,0.258594387426101,1.69205365900159,1.36447627726142,-0.257092282974975,0.229900964613131,0.525696274218187,-0.137810895350052,1.08159911397407
GTEX-X261-0626-SM-3NMD9,none,-0.244101964488819,-0.102390113835783,-0.183673930414569,-0.463985115753208,-0.286601348588409,-0.262852524264146,-0.724027961607747,1.40312608939312,-0.42420046923281
GTEX-X4EP-2926-SM-3P5YQ,y,-0.486796064702792,-0.674075835946726,1.6624984056689,1.47208971726249,-0.280277977385531,0.192815260946858,0.19251167199528,2.64645721871379,1.26215169714347
GTEX-X4XY-0926-SM-4E3JD,c,-0.452370264864995,1.87464736564913,-0.550021605445281,-0.843283308059398,-0.292924719791288,-0.792843707396492,0.463886808402969,-0.263466700972885,-0.678676566603089
GTEX-XBED-1626-SM-47JYN,none,-0.120418321632661,0.753107614189919,-0.080574209486602,0.230950265772087,-0.257092282974975,0.114388117128019,-0.350915346796177,-0.494937921857053,-0.431368810003804
GTEX-XGQ4-0926-SM-4AT4U,c,-0.581194411769331,0.254532677144673,-0.759657704665481,-0.844417134201337,-0.423607724650783,-0.808498738042501,0.729171231025947,-1.32823431704006,-0.715414313054432
GTEX-XMD1-0826-SM-4AT52,none,-0.066365142701821,-0.532423689881936,-0.115628114602111,-0.423967722508313,-0.396206449438308,-0.180777606314199,-1.01344965737754,0.245769984972283,-0.349380912435563
GTEX-XMD2-0926-SM-4WWEF,b|c,-0.173069544913998,-0.877161350018109,0.078886692215321,0.537750280649611,-0.330864947008561,0.585710932985032,-0.358359552533047,0.840981695817285,-0.094456793767097
GTEX-XMK1-1126-SM-4IHJ8,c|d,-0.518885271791418,-0.231857129056289,-0.870318071794833,-0.841749307985011,-0.413068772645985,-0.821265947501381,-0.13367988847481,-1.36130163430922,-0.700629610214257
GTEX-XOT4-0726-SM-4GIAW,e,0.717328065370387,-0.223733708493434,0.693361028946007,1.29271175204225,-0.052636614081895,1.66757994403638,0.356284198206404,0.635964328748451,1.3132261251368
GTEX-XQ3S-1326-SM-4BOPQ,b|c,-0.384764847988959,-0.765464317278849,-0.807770907765199,-0.840015220944399,-0.368805174225834,-0.754998050786239,-0.399189893089815,-0.924813046356221,-0.707797950985251
GTEX-XQ8I-2426-SM-4WAXY,f,-0.626212765403374,-0.800496568456162,-0.882690038306189,-0.837814264315929,-0.07582230849245,-0.799379302714729,-0.92299127857498,-1.00417460780222,-0.706901908388876
GTEX-XUW1-2326-SM-4BOO5,f|g,-0.485549881903234,-1.19955960360643,0.323576696551031,0.607113762274095,-0.23179879816346,-0.351919009298719,-0.380692169743655,-1.15628426724039,0.207957582509202
GTEX-XUZC-1626-SM-4BRVP,none,-0.255006063984954,-1.67325656517793,2.57596193309069,0.277803963696318,-0.379344126230632,0.260603063549963,-0.21015218377174,-0.779316850371887,0.220502178858441
GTEX-XV7Q-2326-SM-4BRVZ,d,-0.480565150705001,-1.10410941199288,-0.440048569788782,-0.777021174411394,-0.299248090994167,-0.787980008555014,0.3177096775699,-0.309760945149719,-0.644626947940868
GTEX-XYKS-1326-SM-4BRUN,d|e,-0.494896252899921,0.351506010113759,0.603320606002249,0.976841128029214,-0.101115793303965,-0.380949211758793,0.899485635005835,0.946797111078618,-0.12805839113113
GTEX-Y111-2026-SM-4SOJA,none,0.736020807363761,-0.39635639545411,-0.576827532886552,-0.296712411989549,-0.307679252598005,1.44445775968356,-0.830051497860128,-0.785930313825721,-0.374918126432228
GTEX-Y114-2026-SM-4TT7L,i,-0.435391024221013,0.708428801094215,0.596447291273718,-0.011188311187228,-0.320325995003763,-0.218471272335656,0.342749278684824,1.91897623879212,-0.181820946913583
GTEX-Y3I4-1526-SM-4TT7K,a,-0.483057516304117,1.42227438305513,-0.368566096612058,-0.640161689513855,2.43455605905043,-0.649972553928065,0.160930193111592,-0.46848406804172,-0.577423753212802
GTEX-Y3IK-2326-SM-4WWDT,e,-0.194877743906267,-0.146561213146308,0.583387993289509,1.38995401762734,-0.166457295733712,0.208622282181663,1.96716520326651,1.89913584843062,2.47808150042329
GTEX-Y5LM-1726-SM-4VDSX,h,-0.4343006142714,-0.711646656049932,0.948361005374514,1.62198820279232,-0.423607724650783,0.125331439521346,0.181683736378016,0.999704818709285,0.574439004426259
GTEX-Y5V5-2126-SM-4WWFO,h,-0.309526561465628,-0.214594860360222,0.214978323840238,1.59144159261538,-0.021019758067501,0.226101199893226,1.27304941380146,-0.283307091334386,1.75049491216742
GTEX-Y5V6-2126-SM-4WWFX,i,-0.567174855274301,0.537836969274253,-0.546584948081015,-0.829277220423685,0.731461415075075,-0.775668770862522,0.365307477887458,-0.785930313825721,-0.700629610214257
GTEX-Y8E4-1626-SM-5S2MW,c,-0.530256689837387,-0.456266622105168,-0.7417870863713,-0.846918221279143,-0.322433785404722,-0.777948629694465,-0.568150805117545,-0.858678411817887,-0.710486078774373
GTEX-Y8LW-1626-SM-5IFHX,d,-0.30111482756861,0.233208698167178,1.39512646272904,0.171557784631123,-0.297140300593207,-0.414843113060345,-0.137965946323311,1.07245291670145,-0.250368205536211
GTEX-Y9LG-1426-SM-5IFJZ,c,-0.582284821718945,-0.075481283221324,-0.673053939085988,-0.844250395062817,-0.265523444578813,-0.797403425060378,-0.366706086238021,1.70073194481562,-0.718550462141741
GTEX-YB5E-1726-SM-5IFJ3,d,-0.547547476181258,-0.112544389539352,-0.856571442337771,-0.843183264576286,-0.273954606182652,-0.804850963911392,2.01972580740865,-1.30839392667856,-0.707349929687064
GTEX-YB5K-1626-SM-5IFIN,b,-0.447697079366651,1.79036687730951,-0.281274999559712,-0.655668429396252,-0.170672876535632,-0.464696026185499,3.02130985200561,-1.13644387687889,-0.500812111222806
GTEX-YEC3-1026-SM-5IFI5,d,-0.58898305426657,-0.347108158291799,-0.818080879857996,-0.839815133978174,-0.236014378965379,-0.810626606285647,-0.709365132126035,-1.44066319575522,-0.72034254733449
GTEX-YFC4-1426-SM-5IFJG,none,0.329142123307986,0.92420715979506,0.777215468634088,0.511272105452573,0.246669622854368,1.24474212600535,-0.294971012773645,0.404493107864283,1.56142992433246
GTEX-YFCO-1826-SM-4W1YH,d,-0.346912045452376,0.921160877083989,0.054830090665462,-0.834079307613072,-0.214936474955783,-0.787676027377421,-0.752676874595092,-0.389122506595719,-0.710934100072561
GTEX-YJ8O-2226-SM-5IFHW,d|f,-0.438973799769744,-0.147068926931487,-0.817393548385143,-0.839448307873429,-0.132732649318359,-0.77293294026419,-0.502280863445853,1.21133564923195,-0.67374833232303
GTEX-ZA64-1526-SM-5CVMD,b|c,-0.57823472762038,-0.045526169895795,-0.701234529472966,-0.841649264501898,-0.400422030240228,-0.806066888621761,-0.65725569196795,-0.825611094548721,-0.71407024915987
GTEX-ZAB4-2526-SM-5HL8M,b,-0.494428934350087,-0.370970706195187,-0.655183320791807,-0.843850221130368,-0.210720894153864,-0.780380479115204,0.988139357872188,-0.653661044749053,-0.720790568632677
GTEX-ZAJG-0626-SM-5HL8X,g|h,-0.474334236707209,-0.802527423596876,0.175113098414757,0.956999170545288,-0.071606727690531,0.149801924317534,-0.849677131166419,0.192862277341616,0.296217778252063
GTEX-ZC5H-2626-SM-5J2MG,none,0.065418688351467,0.649534002013514,2.41237704255165,1.00825478172646,0.097016504386237,1.66226027342851,0.362600493983142,1.71395887172329,5.02149841023151
GTEX-ZDTT-2126-SM-5S2OJ,c,-0.40563840988156,-0.016586484140623,-0.589199499397908,-0.842616351505317,0.008489307545934,-0.812754474528794,-0.679362727186531,-0.938039973263887,-0.716758376948993
GTEX-ZDXO-0126-SM-5S2ND,b,-0.23241900074296,-0.003893639511162,-0.662056635520339,-0.844717264650674,-0.273954606182652,-0.803027076845837,0.390121497010356,-0.76608992346422,-0.617745670049642
GTEX-ZDYS-1126-SM-5K7UB,d|f,-0.610947026108785,1.30550021246408,-0.86963074032198,-0.84231622105598,-0.379344126230632,-0.81533831453833,0.394407554858856,-1.22241890177872,-0.707349929687064
GTEX-ZEX8-2226-SM-57WC6,none,0.069624555299976,-0.630920164206557,-0.567204892266609,-0.444976853961883,-0.189642990144268,-0.443721324931623,-0.986830982318435,-0.858678411817887,-0.456458002702282
GTEX-ZF29-1926-SM-5S2P1,f,-0.407507684080897,-0.272981945655744,0.757282855921347,0.902141993972078,-0.391990868636389,-0.034562659892256,0.16724648888833,-0.415576360411053,0.323995098739664
GTEX-ZF2S-2026-SM-5E461,none,1.53451243618072,1.67968527214061,0.395059169727755,0.142645218011687,-0.130624858917399,0.493604636174536,0.53787770178761,1.23778950304729,1.80022527626619
GTEX-ZF3C-2326-SM-5S2MZ,d|f,0.145174387523196,-0.498914580060158,-0.20154454870875,0.474522799322678,-0.33297273740952,-0.434905870781444,0.412228532228937,-0.071676260811718,0.426143954726325
GTEX-ZLFU-2126-SM-4WWEV,b,-0.56748640097419,-0.479113742438198,-0.662743966993192,-0.838181090420674,-0.343511689414318,-0.808346747453704,-0.665827807664951,0.404493107864283,-0.718102440843554
GTEX-ZLV1-1426-SM-4WWES,h,-0.012467736620925,-0.519223131467297,0.566892037941034,1.88777038959383,0.512251213375277,0.238412437585718,0.382677291273486,-0.713182215833554,0.701229031813211
GTEX-ZPIC-1126-SM-5BC7F,f,-0.529633598437608,0.822664402759368,0.159304474539136,0.039200256473635,-0.370912964626793,-0.53582762174212,3.21057314331571,-0.70656875237972,-0.312195144686032
GTEX-ZQG8-0726-SM-5P9H9,i,-0.489911521701688,1.25371340637588,-0.670991944667429,-0.83471291633945,1.22257657849866,-0.807434803920927,4.05718235939057,-0.56768601984922,-0.711830142668935
GTEX-ZQUD-1926-SM-51MSA,d,-0.627458948202932,0.718583076797784,-0.855196779392064,-0.834612872856338,-0.38566749743351,-0.809410681575278,0.516672994537133,-0.018768553181051,-0.71720639824718
GTEX-ZT9W-2026-SM-51MRA,d,-0.59677169676381,0.107803393228099,-0.810520233656612,-0.838948090457868,-0.210720894153864,-0.812754474528794,0.117618450642535,-0.785930313825721,-0.714966291756245
