,mapper_node_location,PTTG1,CDC20,ORC6,KIF2C,UBE2C,MYBL2,MELK,BIRC5,NUF2,CEP55,EXO1,CENPF,NDC80,TYMS,UBE2T,ANLN,CCNB1,RRM2,MKI67,MIA,FOXC1,ACTR3B,CCNE1,PHGDH,SFRP1,MYC,CDH3,KRT5,KRT17,KRT14,EGFR,CDC6,ESR1,BCL2,FOXA1,CXXC5,MLPH,MAPT,SLC39A6,NAT1,BAG1,MDM2,PGR,GPR160,MMP11,BLVRA,FGFR4,GRB7,ERBB2,TMEM45B
GTEX-13OW8-0226-SM-5K7UP,c,-0.6210025885592244,-0.5515913263817639,-0.8864795014603116,-0.7104917715105945,-0.48358084139842694,-0.4250708864301886,-0.46784077295311277,-0.45623590746594284,-0.5765662453928784,-0.29801101355850385,-0.5085824513687337,-0.5597083802854301,-0.3856967488925449,-0.8282331026205834,-0.7264364968884336,-0.4050590146576483,-0.6536113870332559,-0.3729442934419264,-0.345619479815278,-0.3072572541085268,1.2835651614709338,-0.24947304659525257,-0.8884422833614578,-0.704997243236391,-0.5851156732361412,1.7811731481157,-0.5179385786788405,-0.4975330304235108,-0.5959180036577767,-0.47997537365448295,-0.5374366024418226,-0.554901162635673,-0.2666890277308126,-0.9916979968161441,-0.49376310250433003,-0.9090496982488399,-0.44129261749715387,-0.6224240803536286,-0.7109367832162793,-0.5512683275199706,-0.9140524664620906,-0.730753425941268,-0.23436060063266803,-0.1422984290347208,-0.620348205804611,-1.1305315140992176,-0.35542048456091435,-0.7443187899246094,-0.7420627896209874,-0.21975565175673087
GTEX-13PL6-2926-SM-5L3I2,h,0.22356380822494543,-0.10860299679619594,0.01078485233128828,0.0690704034311403,-0.0024884091324104043,-0.12601252321207163,-0.3512491165597561,-0.1007692996976531,-0.435703388472967,-0.27018044445203127,0.24009222323498589,-0.08417489312886355,-0.12488249164675334,-0.007868961528205166,0.3618779597045701,-0.2523456575974325,0.37586840993014065,-0.299576129210156,-0.210720894153864,2.4345056213470255,1.1558585023625545,0.4023033814463983,-0.8632271471141665,1.696147058726573,1.1643760496310434,-0.7756881263734896,2.4852160076938854,1.5830379400339563,1.221315676777789,2.905888089851721,-0.45190826816443935,-0.3573024677139306,-0.08879643309386946,0.35493887706925015,0.1683710306016695,-0.02970177813708995,-0.005850329285820386,-0.595126253058027,-0.0017503695207662128,-0.7811937097106927,-0.35674432155094765,-0.5497198277913813,-0.06533672914202335,-0.32261716776142646,-0.24700207860105186,-1.0703365588255216,-0.17920586290381585,1.2430365478277388,0.8463726197890918,-0.22209022348394356
GTEX-13PVQ-1026-SM-5KM3M,c,-0.05795832403644451,-0.5515913263817639,-0.7839350038841287,-0.8512460530972966,-0.45582550876769523,-0.39906581136774366,-0.33829448807160534,-0.32527452565657294,-0.5765662453928784,-0.41861014635321825,-0.4745517843412919,-0.7499217751480567,-0.7769181347612323,-0.7877926167920859,-0.7930679942308624,-0.5455553031530469,-1.2428105161129357,-0.28581959841669896,-0.345619479815278,-0.6443739451390329,-0.1202958982990359,0.6976395754027713,0.5236053464868565,-0.7224691872215685,-0.6281323681697608,1.385627986915312,-0.6316301581154846,-0.8429831776100616,-0.6769764636695804,-0.7621998349420802,-0.10332815456076294,-0.8132994559948746,-0.5855560515677851,-0.6369241198889768,-0.7526089750023317,-0.58068020334775,-0.8841534539712907,-0.8047345697921111,-0.9182817790903584,-0.7184867872950411,0.6943404481443826,-0.3602332989885814,-0.7161540914664922,-0.8010628878496187,-0.9833236072525157,-0.8557955643885021,-0.44693108207382815,-0.8895889238823923,-1.0822798808229925,-0.6586551364727163
GTEX-13PVR-2226-SM-7DHKP,g,-0.18307927170817337,0.7453504096338147,-0.014851272062757432,0.004106888852662406,-0.2060275150911097,-0.21703028593062898,-0.2346574601663994,-0.11947806852756307,-0.29484053155305573,-0.12175074255084431,0.06993888809777689,0.042634036779554206,-0.14351208145002417,0.2058878921367103,-0.260016015491432,-0.0324384234307217,0.08450620324238689,-0.3041616394746416,-0.03155871007229847,0.05317069747196111,-0.055530378322643535,0.589010170729163,-0.6362909208885444,-0.06652249017804779,0.6422574899781418,0.8680529355573579,0.6342492188955073,0.8206732508910143,0.8117279711454952,0.7706663567572228,1.3024656129887136,-0.402902166542025,-0.34130422285436407,0.04391360924292811,-0.2684713245894026,-0.665118073465173,-0.2232402882011834,-0.13691272345328495,-0.1323666289537422,-0.06354781984268128,0.007556673607418508,0.3744672569271071,-0.28303042077171525,-0.6712333959663906,-1.0455479617864423,-0.49462583274632577,-0.18601243627254496,0.6085405331873885,0.3129415167716989,-0.39484853129768255
GTEX-13QIC-2326-SM-5LU5N,e,-0.016251341479201556,-0.10326578800600837,0.2671460962717454,0.15568842286911083,0.2010506968262889,0.1990509150684903,0.40011933575298686,0.5166200716893765,0.3859966102265156,0.13800123577623288,0.13800022215266047,1.183914405955314,1.0487816659593088,0.3041005005773471,0.6284039490742853,0.321856564948979,0.20105108591748838,0.4020069412561493,0.22348392844381246,1.9126920198051252,1.8691914125250733,-0.028819568351985347,-0.6110757846412531,0.35879454626113005,1.4325043149943564,0.04563693254142137,0.9488524849784,0.39101983875166485,0.15570869093030765,0.21873000016721905,-0.8173854429302329,0.8434896014258888,0.009184689521399565,0.39185176599808835,-0.12626587611827816,0.16390828768770854,-0.23344079206253804,0.12192917465322359,0.577928581511151,0.5913911476096786,-0.8481083569632252,-0.39968030870217547,2.1591381510116396,1.045400996711847,-0.5684945770263389,-1.1644876427151487,-0.34634505340260885,0.424332012807932,0.360547496217187,-0.07734677639675687
GTEX-13QJ3-0826-SM-7DHKK,none,9.586781392325989,6.290710342638697,8.342525280396144,9.304716726004749,10.868350204570847,14.124768611007761,12.318377544851668,10.46968508920149,8.90819945388115,13.03283158844185,10.177046995247991,8.836833325928325,9.692911334676971,8.588622883158125,5.759029244441303,10.394829596640815,7.439783243182126,13.92009120095986,13.567904956919005,-0.6049241195929098,-1.1383004094772595,-0.9521695080776574,6.953465089546145,-0.753918686394888,-0.866450337935763,-1.0175660184865716,-0.6492778062668443,-0.8394816557011333,-0.6722653736859884,-0.7572501466776681,-0.8374115894927421,5.205860789313587,-0.5681094923739693,-1.1967696019763565,-0.7443003420579515,1.1191650001272428,-0.76307214839625,-1.1025733640351933,-0.914733629428342,-0.34224525280113227,-0.6856606725879714,1.6078907213646627,-0.6712571256017897,-0.7698076398036564,-0.1536655468001621,0.9577703957805461,-0.4514687976529809,-0.8726157810832011,-0.8833113000636446,-0.616632845382888
GTEX-13SLW-2526-SM-62LDQ,none,-0.5584421147233599,-0.5249052824308261,-0.7070266307019917,-0.385674198618205,-0.45582550876769523,-0.490083574086301,-0.5326139153938665,-0.4001096009762129,-0.7174291023127897,-0.48354814093498755,-0.44052111731385013,-0.6421341847259017,-0.590622236728524,-0.5971446121720262,-0.5487525039752901,-0.5089040974585951,0.03270847760900845,-0.3775298037064121,-0.41939214384886386,-0.34312073187772957,0.3659015967350082,-0.35131311347676053,-1.0901633733397884,-0.054541728588211796,-0.24848948600400703,-0.4290796005619598,-0.35843098961847425,-0.11296588134007582,0.16748641588928767,0.24353992830001764,-0.9669557250689738,-0.4637017649794842,0.10000026103920855,-0.18986802063971395,0.9270131309847017,-0.5226824743782068,0.5916077540220939,-0.14909925349596426,1.0620292510225036,-0.5721706349918544,0.695948841058989,-1.1886205029740557,0.3964606340377737,1.35795347717147,1.4123140423036553,0.49164535750730987,0.6716158081873249,0.1887048539485729,0.46657106948772475,1.159976239025968
GTEX-13SLX-2326-SM-5ZZWE,h,-0.31862696501921295,-0.1619750846980716,-0.681390506307946,-0.20161090731251763,0.358330915067102,-0.2755417048211301,-0.22170283167824867,-0.231730681507023,-0.5061348169329227,-0.27945730082085546,-0.44052111731385013,-0.33779275294569905,-0.5347334673187115,-0.13496763127491165,0.7838774428732858,-0.343973671833562,0.058607340425697665,-0.2537210265652994,-0.210720894153864,1.4410872871401086,0.12964427738450648,0.06283649184137181,-0.9640876921033318,0.6588127844066064,1.4217638408453253,-0.09774429216478699,0.9383317716573971,0.7691175092605086,3.0998628077351036,1.4360458791589077,-0.7748298814849007,-0.478901664588849,0.3336595359563843,0.06031933765574509,0.23643790818447735,0.05217736864344157,0.07244184970197946,-0.16957262396766548,0.30117290787387757,-0.864802939598228,-0.4830031653475558,-1.0484427363132485,-0.38074734647724423,-0.29617041941484296,-0.4544165937141403,-1.1999872317227132,-0.24802788252096591,1.9953461418977687,0.6685041251575976,0.5553221616778817
GTEX-13VXU-2826-SM-664MA,a,0.4738057035684032,-0.16731229348825916,-0.3737570135793974,-0.3098834316099808,0.15479180910840268,0.27706614025582516,0.11511750901367059,-0.19431314384720302,0.22165661048661908,0.3699226449968375,-0.3384291162315247,-0.12855801859680976,0.6761898698938922,0.08456643465121774,-0.43770000840457546,0.22412001643044088,-0.22628015055788375,0.3469808180823214,0.07172301957472166,-0.5834060329313882,4.005541381323819,-0.12726496633744303,0.09494803028290398,-0.5227898273909686,-0.6095009334214415,2.6188623685459937,-0.6560653632481365,-0.8424162645390922,-0.6771843058747389,-0.7638292354266383,-0.6346468555473361,0.600291207676052,-0.504242623896608,-0.44689109910718006,-0.7535676634189911,0.7037989117718383,-0.17687436155866235,-0.6853065753738539,-0.7158154890015518,0.43810755948253055,0.3879415979118494,-0.8469812224188219,-0.42488974148707775,3.3751191010608834,0.4582072727834487,0.7262513370355612,-0.4355867931259463,-0.8596363189426433,-0.7040477584154328,-0.6353094192005895
GTEX-13W3W-1226-SM-5LU4H,f,-0.4854548952481848,-0.3861378538859494,-0.1943041428210774,-0.13664739273403972,-0.5205879515727359,-0.17802267333696153,-0.3512491165597561,-0.3626920633163929,-0.5061348169329227,-0.46499442819733916,-0.3384291162315247,-0.1983029300464395,-0.5533630571219823,-0.4931547914701754,-0.10454252169243149,-0.5455553031530469,-0.5370665043581544,-0.3729442934419264,-0.4109609822450255,0.02089356747967861,-0.46236730662505193,0.334410003525393,-0.28327901342646594,0.14513763124238813,0.009446288585225482,-0.34383011152468157,-0.012944339270702184,1.3249591014320916,-0.006685352033511106,0.7381398338768004,-0.5647639482719132,0.0682947213482839,-0.3467562726024315,-0.7668028031571112,-0.2202173409508862,-0.7273803413295356,-0.3281597564894025,-0.4610744225885546,-0.11728699289017282,-0.34224525280113227,-0.7483879962576239,-1.1900293247495413,-0.4109301806720022,-1.0150411244719761,-0.5684945770263389,-0.9561204898446622,0.11574564974111297,-0.0968433131437012,-0.04453928126218655,-0.4392053941147236
GTEX-13W46-0826-SM-5LU3H,b,-0.04753157839713377,-0.5729401615425143,-0.7070266307019917,-0.0716838781555618,-0.48358084139842694,-0.3925645426021324,-0.41602225900050976,-0.3065657568266629,-0.8113376735927305,-0.37222586450909734,-0.44052111731385013,-0.2553669485052275,-0.40432633869581575,-0.3718333339846828,-0.43770000840457546,-0.343973671833562,-0.23922958196622837,-0.3546022523839838,-0.3793441262306316,-0.5439562073852651,4.536436207045796,-0.4972838760069219,-0.8127968746195838,-0.16186938449715926,-0.039927013497820726,5.308039577573847,-0.653010962606555,-0.8304443943933281,-0.6768379021994747,-0.7575575807313584,0.4686686566309071,1.8466829756439658,-0.38164939099006306,1.5826342199617212,-0.7545263518356503,1.0969893978741823,-0.5115038778415429,-0.8266703238689339,-0.3601134853844151,-0.7324216589429637,0.7144453595769634,0.4174363210794148,-0.45054515055262206,0.9035502555801719,2.2212306512447,0.49473227829057637,-0.3970162107031479,-0.8860944533060883,-0.6184267477643899,-0.616632845382888
GTEX-144GL-2026-SM-5LU3O,c|d,-0.5897223516412922,-0.5515913263817639,-0.34812088918535167,-0.591391994783385,-0.3355524007011911,-0.24953662975868518,-0.3512491165597561,-0.5123622139556728,-0.646997673852834,-0.41861014635321825,-0.5426131183961755,-0.3758354319182244,-0.19940085085983664,-0.527818065037459,-0.9485414880298629,-0.35008220611597063,-0.8608022895667696,-0.3546022523839838,-0.3414038990133589,-0.3897432529776932,1.6457047590854095,-0.49388920711087164,-0.3589244221683399,0.10270576727838564,-0.41441885193903916,-1.2938865743606014,-0.6516534512102965,-0.8378809599713376,-0.6766300599943162,-0.756973456029347,-0.7329001371196471,-0.15970377279218814,-0.5076696265953932,-0.35939388090548946,-0.7529285378078848,0.7814135196575505,-0.5872790493830344,-0.32604766971566784,-0.9087461268736895,-0.7115193514710799,-0.8505209463351349,-0.7497725199103223,-0.2660525765371639,0.2640197955627892,-0.07069974075492672,-0.6412545699514829,-0.4370993649856639,-0.8875920835530756,-0.6342954075795526,-0.6353094192005895
GTEX-144GM-0926-SM-5O994,c|d,-0.3082002193799022,-0.29540530445276075,-0.06612352085084885,-0.5047739753454145,-0.05799907439387385,0.004012852100153132,0.1539813944781228,-0.0820605308677431,-0.435703388472967,-0.05681274796907501,-0.3724597832589665,-0.36949498542280346,-0.6278814163350657,-0.3833877585071107,-0.9929624862581488,-0.056872560560356236,-0.6989343969624621,-0.04737306466344492,0.07593860037664085,-0.6264422062544315,-0.6739954845760805,0.08999384300977394,-0.031127650953552653,-0.41795816347990367,-0.41124054836432583,0.3059050252146474,-0.6492778062668443,-0.8377809164882254,-0.6757986911736824,-0.7533457341958026,-0.1659098625686043,0.8586895010352537,-0.36373551324641296,1.8738358992892228,-0.7126636243081956,3.1439680673874704,-0.8726282093487212,0.07172067087738485,-0.6166890578189707,0.04096371751673785,0.6034662484691168,-0.8709311926020753,-0.6041003195184532,-0.4596594091937227,0.02263679104596306,0.5302318672981406,-0.4613005147411452,-0.875111831494847,-1.0472293245279627,-0.6049599867468245
GTEX-145LT-0726-SM-5S2VM,none,1.3392255916311944,0.4784899701244364,-0.040487396456803146,0.6212602773482024,1.1817391164454765,0.816671447801558,0.7110304194686047,1.5456023573344257,1.4659451799458356,1.1770091490845416,0.716521561619171,0.07433626925665864,0.7693378189102463,0.9569254860945213,2.1609283879501477,0.871624650365756,0.9326939604889589,1.2365698093925384,0.6239641046261354,-0.26422108078548345,0.4881351133101713,0.15788722093077923,0.01930262154103,-0.13091908372341626,-0.35540104245686294,-0.5726166744254575,-0.41782211320478085,0.795528988802139,0.4163428161990304,0.35344760249426166,-0.3499000841116579,0.037894922129554295,0.5684092208231736,-0.7968799719139424,2.4005172273899933,0.442809131408894,1.1433622810680943,2.501714761387639,2.9139416152411495,2.1311944647051204,1.1696205544105953,-1.0449206818745347,0.9854031862629887,1.3098684801776819,-0.12255336953319883,2.1277133726385364,0.7495132589627805,1.9594030159700697,2.4391675511264133,2.1591729382729987
GTEX-145ME-1526-SM-5Q5F2,c,-0.9338049577385465,-0.4288355242074499,-0.7326627550960374,-0.6347010045023703,-0.42807017613696347,-0.2755417048211301,-0.2864759741190024,-0.41881836980612286,-0.858291959232701,-0.42788700272204244,-0.644705119478501,-0.7626026681388984,-0.7769181347612323,-0.7300204941799466,0.18419396679142663,-0.4356016860696915,-0.7442574068916682,-0.3729442934419264,-0.3308649470085609,-0.6156831629236706,-1.0343107013461508,-1.060798912751266,2.969473562474115,0.062270696912689154,-0.5542642092264242,-0.8935100892842434,-0.6581016303425241,-0.8376808730051131,-0.6771843058747389,-0.760355230619939,0.9342765642092469,-0.5093014638075786,-0.5668633095744111,0.5524911900402547,-0.7538872262245441,-1.2468011787185325,-0.8432189644497508,-0.5337061416429233,-0.5428431929782559,1.0721442194630066,-0.3873037869284707,3.9803465912822458,-0.6259828743096528,-0.6760418956657694,-0.6825725603385375,0.1798663583973969,-0.440124508705099,-0.8880912936354048,-1.0800129294208263,-0.623636560564526
GTEX-145MF-2226-SM-7EPIR,c,-0.33948045629783447,-0.5355797000112013,-0.5788460087317631,-0.7646280336593261,-0.42807017613696347,-0.4250708864301886,-0.5326139153938665,-0.5123622139556728,-0.8113376735927305,-0.4464407154596908,-0.3384291162315247,-0.03979176766091733,0.48989397186118394,-0.48160036694774755,-1.259488475627864,-0.44781875463450876,-0.4075721902747083,-0.39128633449986905,-0.4088531918440659,-0.6156831629236706,0.4516474964220629,0.5584581506647105,-0.9136574196087491,-0.0530441333894823,-0.6770672835528465,0.5636795313712437,-0.6384177150967768,-0.8470182647622552,-0.6768379021994747,-0.7635832881836861,-1.2458615370905868,-0.4181020661513898,-0.2889645452729167,-0.8898457662532386,-0.7526089750023317,-0.7367623268981381,-0.5639636119856525,-0.8515308451559996,-0.9575331847264139,-0.7324216589429637,0.9500749215668117,-1.0928206222410417,-0.5286432340315583,0.4251045354919796,0.41672436976083105,0.34964700147705247,-0.37205877501780776,-0.8566410584486683,-0.6862609089522833,-0.6446477061094402
GTEX-145MN-1926-SM-5SIAI,d,-0.32905371065852373,-0.46619598573876286,-0.42502926236748884,0.5671240151994709,-0.3170488456140366,-0.06750110432157048,-0.20874820319009793,-0.269148219166843,-0.7409062451327748,-0.28873415718967965,-0.3724597832589665,-0.3631545389273826,0.15456135540230906,-0.3718333339846828,-1.0373834844864347,-0.3684078089631965,-0.8090045639333913,-0.272063067623242,-0.2844935581874498,-0.5690606418237071,0.01835704587577593,-0.2969984111399563,-0.6110757846412531,-0.5841912305388781,-0.6143231871210064,-1.0139814878689164,-0.648599050568715,-0.8410490036032251,-0.6769071829345276,-0.7621998349420802,0.5393859866797679,-0.8740990544323338,-0.445827805167314,-1.284266820178047,-0.7526089750023317,-0.7580850213722349,-0.7176335402865793,-0.8427565435252705,-0.9952322748853374,-0.613975249935622,-0.6269543312048351,0.45970097434397983,-0.6139097406317496,-1.1761258644011665,-0.5373823997593756,-0.36188823906586776,-0.3871844936149836,-0.868622100424568,-0.6785881503603365,-0.6213019888373134
GTEX-145MO-0826-SM-5NQBL,none,-0.5792956060019815,-0.5302424912210136,-0.42502926236748884,-0.5805647423536388,-0.48358084139842694,-0.28204297358674135,-0.3642037450479068,-0.3439832944864829,-0.7174291023127897,-0.42788700272204244,-0.644705119478501,-0.6928577566892687,-0.5719926469252532,-0.7704609800084441,-0.21559501726314614,-0.3989504803752397,-0.6730355341457728,-0.28123408815221335,-0.3793441262306316,-0.5851992068198483,-0.22154903516353666,-0.45315318035826846,-0.9893028283506231,-0.948606062229723,-0.7925821789924263,-0.012962350599376829,-0.5362649825283294,-0.3956220689598465,-0.19034858065854673,-0.37799949804544586,-0.787763434473188,-0.6917002591199563,0.7752755655498464,-0.657431280404998,0.6477152389313023,-0.46212602207177206,0.33275340928070485,0.2949779012592698,0.5298068017200546,-0.20986397214586805,-0.09779306229930548,0.3596746282845093,0.4949321305981716,1.4565277210087357,-0.8070212694063905,-0.25384601165154147,0.10742650451266625,-0.4148401355873701,-0.19659940608440513,0.725745897764408
GTEX-146FH-0826-SM-5SI8T,c,-0.2456397455440378,-0.4181611066270748,0.7285963353645682,-0.5156012277751608,-0.178272182460378,-0.054498566790348014,0.6073933915633987,-0.32527452565657294,0.17470232484664863,0.444137495947431,0.6824908945917293,-0.3441331994411199,0.09867258599249658,0.13656134500214312,0.5839829508459994,-0.20958591762057208,-0.1356341306994715,-0.006103472283074029,-0.15591834372891455,-0.4256067307468959,1.0947417440749732,-0.8299614278198479,0.3723145290031086,-0.10945355254162678,-0.3363860193460782,-0.7149069550306404,-0.11102453765037422,-0.5083377265996324,-0.35655306405027076,-0.40898885065741736,-0.48841426450234676,2.7890767514245836,-0.2416095988897024,-0.3887874776451199,-0.4167484663660357,-0.35551254970128826,-0.28497320767379714,-0.5770901885948616,-0.009955465614178967,0.17334499817200208,-0.8175488915857022,-0.032682236188202575,0.044453330241408795,-0.6159356494235343,0.7796997712087358,0.8543585495411196,-0.43634307905580505,-0.4388022195391693,-0.4192837861279523,-0.5909525563835484
GTEX-14753-2426-SM-5LU8U,b,-0.4437479126909418,-0.636986667024765,-0.5275737599436716,-0.6996645190808481,-0.5020843964855815,-0.4380734239614111,-0.49375002992941425,-0.41881836980612286,-0.7643833879527601,-0.39077957724674567,-0.44052111731385013,-0.9274542770198415,-0.14351208145002417,-0.862896376187867,-0.92633098891572,-0.4905784946113692,-1.294608241746314,-0.3729442934419264,-0.3919908686363891,-0.6049241195929098,0.6331733904404021,-0.7145426853541389,-1.1910239183289537,-0.37203191071886565,-0.8503396267122163,1.2366361925466869,-0.6543684740028134,-0.8297107421838383,-0.6764222177891578,-0.7592792114320234,-0.3173575959475804,0.6610908061135112,-0.5402261522338531,-0.8214885645331679,-0.7551654774467564,-1.478792094596705,-0.7563159705140541,-1.1620436306434685,-1.0162994135035595,-0.8229983246544603,-0.9293321991508521,-0.3905229671615197,-0.6731435527389621,0.0885095565354624,-1.335928282944766,-1.3080294591370394,-0.44541851021411055,-0.8816015625651259,-1.0493218950530392,-0.653985993018291
GTEX-147F4-2826-SM-5NQBN,none,-0.27691998246197,-0.33810297477426127,-0.27121251600321455,-0.03920212086632286,-0.178272182460378,-0.13901506074329412,-0.1957935747019472,-0.3439832944864829,-0.29484053155305573,-0.23307301897673452,-0.20230644812175752,-0.23000516252354394,-0.10625290184348252,-0.3371700604173993,-0.28222651460557496,-0.19126031477334618,-0.1485835621078161,-0.18952388286250021,-0.22758321736154075,-0.1046286047125311,0.3139067426694538,-0.5142572204871733,-0.5354303758993791,-0.011610666224632814,0.5748555348592219,-0.40398788623837334,0.20459686197971225,0.3492350106384543,0.41876764192587923,0.942890913634469,-0.23141205028347825,-0.28130296966710655,1.015477300164703,0.35493887706925015,1.7604329278671569,0.32254913457498835,0.67758342942494,0.9530505235639525,1.7166628636645156,-0.4467567901605514,-0.7290872812823462,0.021557402167989195,0.37797364809348444,0.31450904240626676,0.4374658212721399,-0.5733423127196207,0.08095649696760854,-0.051914405734077664,0.38966910269116695,0.9475302118496134
GTEX-14A5I-0726-SM-5TDEB,h,-0.31862696501921295,-0.17264950227844672,0.3440544694538825,0.0690704034311403,-0.020991964219564885,-0.4055670801333549,-0.3512491165597561,0.011483313281806838,-0.0131148177132331,-0.1866887371326136,-0.20230644812175752,-0.2046433765418604,-0.5161038775154407,-0.2158486029319067,-0.43770000840457546,2.6125569208522164,0.07803148753821458,-0.33626021132604117,-0.1727806669365913,0.2468334774256561,0.04207399685304637,-0.2358943710110515,-0.7371514658777097,-0.5557369217630176,0.3584021017537474,-0.505601536791034,0.6138865479516308,1.6273238552249727,1.6868129355977115,0.8883828559151977,0.0919267744237021,-0.11410407396409374,-0.19877206515488685,0.5545419060918568,0.12523005185200253,0.04535410641173061,0.20041180723533758,-0.2646275583005641,0.42158823702855663,0.5844237117857173,-0.5055206661520464,0.6139669587596421,-0.20757333528482033,-0.4596594091937227,0.5515438045843385,-1.061075796475722,-0.3607144860699259,0.630006566727542,0.4196626135505954,-0.009644196307588906
GTEX-14AS3-1626-SM-5S2OY,e,0.598926651240132,-0.39147506267613696,-0.21994026721512314,-0.7538007812295798,-0.3170488456140366,-0.2755417048211301,-0.46784077295311277,-0.5123622139556728,-0.3183176743730409,-0.28873415718967965,-0.3724597832589665,-0.6611555242121643,-0.25528962026964913,-0.4758231546865336,0.8505089402157145,-0.3867334118104224,0.298171821480073,-0.36835878317744075,-0.3540506414191164,2.929421614562024,1.6356706644411798,0.8232423245566312,-0.7371514658777097,0.9363670945711403,1.7352651296545454,1.9876732815240978,0.7934174301068091,1.6162523764272188,1.2450096881658548,2.031115233481646,-0.9659126966021764,0.02269502252018949,-0.4262004260742713,-0.835160004877182,-0.2227738433953109,1.1464580490540868,0.10516294650398718,-0.3616323374402914,0.828073132683302,0.38236807289084035,1.3771032403948305,-1.4886995411524673,0.6850839860251469,0.07648830728701535,0.1470855001138161,1.5226768991183093,-0.3546641986310555,0.6804267850427862,0.44983050528711355,-0.27345080148262274
GTEX-14B4R-1226-SM-5TDDT,d,-0.18307927170817337,-0.0018588209924446028,0.19023772308960826,-0.13664739273403972,0.03451870104189856,0.40059024680243865,0.2835276793596302,0.08631838860144679,0.08079375356670777,0.1287243794074087,-0.10021444703943211,-0.47094212934953766,-0.3111783896794616,0.2578828024876357,-0.9707519871440058,-0.008004286301087172,-0.8737517209751143,0.3882504104626923,0.014812678748812612,-0.6264422062544315,-0.8153850000175005,-1.0166682171026125,0.3723145290031086,-0.3650431331247947,-0.5431401467149276,-0.293802532034798,-0.6506353176631027,-0.8328787858157258,-0.6766300599943162,-0.7596173888910827,-0.5626778913383186,-0.706900158729321,-0.5916311927156317,-0.7073320376606497,-0.7529285378078848,-0.9397543782915392,-0.739226814694382,-0.4420634357219749,-0.8413312832953793,-0.10535243478644893,-0.8561503215362576,0.010286827964105192,-0.7108720954824096,-0.9645518776284985,-0.9418407042298981,-0.9530335690613958,-0.44844365393354574,-0.8451592265550979,-0.8909840586555914,-0.6283057040189514
GTEX-14BMU-1626-SM-5TDE7,h,0.41124522973253874,0.8307457502768157,0.36969059384792824,0.3289244617450519,0.062274033672630284,0.030017927162598088,-0.0014741473796860858,-0.11947806852756307,-0.13050053181315918,-0.21451930623908616,0.001877554042893284,0.5879124353857506,-0.01310495282712838,0.38498147223434215,0.4062989579328559,0.1874688107359891,0.6219076066886883,-0.024445513341016648,-0.054744404482854,0.8708579906097844,0.054844662763884305,1.5395174616232372,1.254844297658305,0.6283616820324399,1.0634375119651487,0.6017067257498468,1.3330282101195374,2.0117909608252957,0.43518717613339847,0.5849147015176082,0.9411605520901094,0.0834946209576487,-0.4931827515505283,0.8423257253333547,0.05812186268585394,-0.20198914948779167,0.20438602951898224,0.14435238993175353,0.28121456602503575,-0.11231987061041021,0.42171784911858534,-0.3376921505808134,-0.3977251907117956,-0.373106414604904,-0.5477531255150301,0.4638630704579117,0.10667021858280747,1.220572094122927,0.9354812479819287,-0.014313339762014283
GTEX-14BMV-0626-SM-793AU,d,-0.5688688603626707,-0.636986667024765,-0.3993931379734431,-0.591391994783385,-0.46507728631127243,-0.02199222296229182,-0.4807954014412635,-0.5310709827855828,-0.5765662453928784,-0.46499442819733916,-0.44052111731385013,-0.5977510592579555,-0.49747428771216984,-0.7126888573963048,-0.904120489801577,-0.5272297003058211,-0.7442574068916682,-0.36377327291295514,-0.4004220302402275,-0.594165076262149,-0.5453766350454985,-0.7518840432106918,-0.9136574196087491,2.094008183189043,-0.5927326421479541,-0.32481651433538,-0.6357026923042599,-0.8442503950628166,-0.6768379021994747,-0.7621383481313422,-0.8353255325591474,-0.49410156419821377,-0.39535740178520407,-1.2733296679028356,-0.7545263518356503,-0.4186277253446147,-0.799105097101295,-0.7754868976896807,-1.0320443276287568,-0.864802939598228,-1.1923044406890104,-1.0139266028138536,-0.6173053094786599,-0.9765731268769455,-0.3610800619132505,-0.025413873689823042,-0.3773527765268193,-0.8830991928121134,-0.9316148030174914,-0.6446477061094402
GTEX-14DAR-1326-SM-7DUEG,d,-0.4333211670516311,-0.38080064509576184,-0.32248476479130594,0.02576139371215504,-0.35405595578834553,0.07552680852187675,-0.1957935747019472,-0.4375271386360329,-0.29484053155305573,0.05450952845681521,-0.44052111731385013,-0.6357937382304807,-0.47884469790889905,-0.8340103148817973,-0.8596994915732912,-0.16682617764371163,-0.7248332597791513,-0.16659633154007195,-0.18331961894138926,-0.6407875973621125,-0.6831173887981076,-0.7383053676264908,0.14537830277748665,-0.7169780048262271,-0.4302007731376155,-1.0297222527551413,-0.656404741097201,-0.7450406076431826,-0.6742745150025202,-0.6705537435370337,1.502309867227087,-1.0716977493540762,-0.5277643242382704,1.8834059075300327,-0.7500524725579071,-0.17384319278198399,-0.8058612749834909,-0.2782764719483649,-0.6406390680375809,-0.2516685870896357,0.19493444815907263,2.9399317100862037,-0.6120233134945772,-0.5317869046844049,-1.1492552193429864,0.2678436007204911,-0.44768736800368697,-0.8801039323181384,-0.9849753514069398,-0.616632845382888
